sent,sentruby,level
今年は２０日から全部通ることができるようになりました。,今年(ことし)は２０日(はつか)から全部(ぜんぶ)通(とお)ることができるようになりました。,4.2
神奈川県にある箱根山の大涌谷でおととし、とても小さな噴火がありました。,神奈川県(かながわけん)にある箱根山(はこねやま)の大涌谷(おおわくだに)でおととし、とても小(ちい)さな噴火(ふんか)がありました。,3.4
今まで、写真の形は縦か横に長い長方形が普通でした。,今(いま)まで、写真(しゃしん)の形(かたち)は縦(たて)か横(よこ)に長(なが)い長方形(ちょうほうけい)が普通(ふつう)でした。,3.6
この会社は、新しいカメラも作りました。,この会社(かいしゃ)は、新(あたら)しいカメラも作(つく)りました。,4.8
このカメラを来月から売り始める予定です。,このカメラを来月(らいげつ)から売(う)り始(はじ)める予定(よてい)です。,4.0
警官が家族に連絡すると、うその電話だったことがわかりました。,警官(けいかん)が家族(かぞく)に連絡(れんらく)すると、うその電話(でんわ)だったことがわかりました。,3.5
日本の高校１年生も６６００人ぐらい答えました。,日本(にっぽん)の高校(こうこう)１年生(ねんせい)も６６００人(にん)ぐらい答(こた)えました。,4.9
平均が高かったのはドミニカ共和国やメキシコ、オランダなどでした。,平均(へいきん)が高(たか)かったのはドミニカ共和国(きょうわこく)やメキシコ、オランダなどでした。,3.5
最も早い場合、頼んでから４時間で届けるとアマゾンは言っています。,最(もっと)も早(はや)い場合(ばあい)、頼(たの)んでから４時間(じかん)で届(とど)けるとアマゾンは言(い)っています。,3.8
袋の中には金貨がたくさん入っていました。,袋(ふくろ)の中(なか)には金貨(きんか)がたくさん入(はい)っていました。,4.0
金貨は全部で９１３枚で重さは６ｋｇ以上です。,金貨(きんか)は全部(ぜんぶ)で９１３枚(まい)で重(おも)さは６ｋｇ以上(いじょう)です。,3.6
栃木県日光市にある日光東照宮と輪王寺は、世界遺産になっています。,栃木県(とちぎけん)日光市(にっこうし)にある日光東照宮(にっこうとうしょうぐう)と輪王寺(りんのうじ)は、世界遺産(せかいいさん)になっています。,3.6
「栗石返し」という行事で、江戸時代から毎年行っています。,「栗石返(くりいしかえ)し」という行事(ぎょうじ)で、江戸時代(えどじだい)から毎年(まいとし)行(おこな)っています。,3.7
石と石が当たる音がして、神社を見に来た人たちが珍しそうに見ていました。,石(いし)と石(いし)が当(あ)たる音(おと)がして、神社(じんじゃ)を見(み)に来(き)た人(ひと)たちが珍(めずら)しそうに見(み)ていました。,3.9
これから北海道のいろいろな所で咲き始めます。,これから北海道(ほっかいどう)のいろいろな所(ところ)で咲(さ)き始(はじ)めます。,4.0
フランスで２３日、大統領を選ぶ選挙がありました。,フランスで２３日(にち)、大統領(だいとうりょう)を選(えら)ぶ選挙(せんきょ)がありました。,3.1
前に経済大臣をしていたマクロンさんが２４％で、いちばん多くの票を集めました。,前(まえ)に経済(けいざい)大臣(だいじん)をしていたマクロンさんが２４％で、いちばん多(おお)くの票(ひょう)を集(あつ)めました。,3.6
ルペンさんはＥＵに反対していて、移民を入れないようにすると言っています。,ルペンさんはＥＵに反対(はんたい)していて、移民(いみん)を入(い)れないようにすると言(い)っています。,3.7
１年で最初にとれるお茶はとても香りがいいため、人気があります。,１年(ねん)で最初(さいしょ)にとれるお茶(ちゃ)はとても香(かお)りがいいため、人気(にんき)があります。,3.9
いつもの年は、機械を使って作ったお茶がほとんどです。,いつもの年(とし)は、機械(きかい)を使(つか)って作(つく)ったお茶(ちゃ)がほとんどです。,3.8
これは今までで最も高い値段です。,これは今(いま)までで最(もっと)も高(たか)い値段(ねだん)です。,3.4
埼玉県秩父市の羊山公園で今、シバザクラの花がきれいに咲いています。,埼玉県(さいたまけん)秩父市(ちちぶし)の羊山公園(ひつじやまこうえん)で今(いま)、シバザクラの花(はな)がきれいに咲(さ)いています。,3.4
秩父市のシバザクラは５月上旬ごろまで楽しむことができます。,秩父市(ちちぶし)のシバザクラは５月(がつ)上旬(じょうじゅん)ごろまで楽(たの)しむことができます。,3.6
２０２５年に世界の国が参加する万国博覧会があります。,２０２５年(ねん)に世界(せかい)の国(くに)が参加(さんか)する万国博覧会(ばんこくはくらんかい)があります。,3.9
ロシアも自分の国で開きたいと考えているようです。,ロシアも自分(じぶん)の国(くに)で開(ひら)きたいと考(かんが)えているようです。,4.4
２０２５年の博覧会をどこで開くかは、来年秋にＢＩＥの会議で決まります。,２０２５年(ねん)の博覧会(はくらんかい)をどこで開(ひら)くかは、来年(らいねん)秋(あき)にＢＩＥの会議(かいぎ)で決(き)まります。,3.9
下には８つのプロペラがついていて、高さ５ｍぐらいまで上がって飛びます。,下(した)には８つのプロペラがついていて、高(たか)さ５ｍぐらいまで上(あ)がって飛(と)びます。,4.5
会社はこの乗り物を今年中に売り始める予定です。,会社(かいしゃ)はこの乗(の)り物(もの)を今年(ことし)中(じゅう)に売(う)り始(はじ)める予定(よてい)です。,4.3
２０２０年に東京でパラリンピックがあります。,２０２０年(ねん)に東京(とうきょう)でパラリンピックがあります。,4.7
そして今月、日本の全部の小学校に送りました。,そして今月(こんげつ)、日本(にっぽん)の全部(ぜんぶ)の小学校(しょうがっこう)に送(おく)りました。,4.5
子どもたちはまず、去年のパラリンピックのビデオを見ました。,子(こ)どもたちはまず、去年(きょねん)のパラリンピックのビデオを見(み)ました。,4.8
広告の会社の「電通」で２０１５年、社員の女性が自殺しました。,広告(こうこく)の会社(かいしゃ)の「電通(でんつう)」で２０１５年(ねん)、社員(しゃいん)の女性(じょせい)が自殺(じさつ)しました。,4.2
法律では、残業する時間などは会社と労働組合が相談して決めることになっています。,法律(ほうりつ)では、残業(ざんぎょう)する時間(じかん)などは会社(かいしゃ)と労働組合(ろうどうくみあい)が相談(そうだん)して決(き)めることになっています。,3.7
しかし、上司は社員に働いた時間を少なく言うように命令していました。,しかし、上司(じょうし)は社員(しゃいん)に働(はたら)いた時間(じかん)を少(すく)なく言(い)うように命令(めいれい)していました。,4.3
北朝鮮は１９３２年４月２５日を軍ができた日に決めています。,北朝鮮(きたちょうせん)は１９３２年(ねん)４月(がつ)２５日(にち)を軍(ぐん)ができた日(ひ)に決(き)めています。,4.0
北朝鮮によると、訓練では海岸に３００以上の大砲を並べて一度に発射しました。,北朝鮮(きたちょうせん)によると、訓練(くんれん)では海岸(かいがん)に３００以上(いじょう)の大砲(たいほう)を並(なら)べて一度(いちど)に発射(はっしゃ)しました。,3.4
原爆で町が一瞬で壊れる様子をコンピューターの映像で見ることができます。,原爆(げんばく)で町(まち)が一瞬(いっしゅん)で壊(こわ)れる様子(ようす)をコンピューターの映像(えいぞう)で見(み)ることができます。,3.2
リクルートは、会社が雇いたい人の数と来年卒業する学生の数を比べました。,リクルートは、会社(かいしゃ)が雇(やと)いたい人(ひと)の数(かず)と来年(らいねん)卒業(そつぎょう)する学生(がくせい)の数(かず)を比(くら)べました。,4.0
この倍率は、６年続けて前の年より高くなりました。,この倍率(ばいりつ)は、６年(ねん)続(つづ)けて前(まえ)の年(とし)より高(たか)くなりました。,4.0
次に高いのは、建物などをつくる建設業で９．４１倍でした。,次(つぎ)に高(たか)いのは、建物(たてもの)などをつくる建設業(けんせつぎょう)で９．４１倍(ばい)でした。,3.6
いちばん値段が高い部屋は２階建てで、１階にベッドがあって、２階は和室です。,いちばん値段(ねだん)が高(たか)い部屋(へや)は２階(かい)建(だ)てで、１階(かい)にベッドがあって、２階(かい)は和室(わしつ)です。,3.3
「はしか」は熱が出たり体に赤い点が出たりする病気で、ウイルスでうつります。,「はしか」は熱(ねつ)が出(で)たり体(からだ)に赤(あか)い点(てん)が出(で)たりする病気(びょうき)で、ウイルスでうつります。,4.1
大型連休には毎年、山で雪崩の事故が起きています。,大型連休(おおがたれんきゅう)には毎年(まいとし)、山(やま)で雪崩(なだれ)の事故(じこ)が起(お)きています。,3.8
笑うと、ストレスが少なくなるなど体にいいことがあると言われています。,笑(わら)うと、ストレスが少(すく)なくなるなど体(からだ)にいいことがあると言(い)われています。,4.2
この研究の結果は、専門の雑誌に発表する予定です。,この研究(けんきゅう)の結果(けっか)は、専門(せんもん)の雑誌(ざっし)に発表(はっぴょう)する予定(よてい)です。,3.1
カッシーニは土星から３０００ｋmぐらいの所を、時速１２万ｋm以上で通りました。,カッシーニは土星(どせい)から３０００ｋmぐらいの所(ところ)を、時速(じそく)１２万(まん)ｋm以上(いじょう)で通(とお)りました。,4.2
ＮＡＳＡによると、これは今まででいちばん近くから撮った土星の写真です。,ＮＡＳＡによると、これは今(いま)まででいちばん近(ちか)くから撮(と)った土星(どせい)の写真(しゃしん)です。,3.7
会社も一緒に調査に行くと、仕事の計画を立てやすくなります。,会社(かいしゃ)も一緒(いっしょ)に調査(ちょうさ)に行(い)くと、仕事(しごと)の計画(けいかく)を立(た)てやすくなります。,4.0
今までは船で行っていましたが、６月に飛行機で行くことができるようにしました。,今(いま)までは船(ふね)で行(い)っていましたが、６月(がつ)に飛行機(ひこうき)で行(い)くことができるようにしました。,4.2
床はベランダのようになっていて、ここで食事などができます。,床(ゆか)はベランダのようになっていて、ここで食事(しょくじ)などができます。,3.7
鴨川の納涼床は９月３０日までです。,鴨川(かもがわ)の納涼床(のうりょうゆか)は９月(がつ)３０日(にち)までです。,3.0
そして、磁石で簡単に宇宙ごみを集めるビジネスをしたいと考えています。,そして、磁石(じしゃく)で簡単(かんたん)に宇宙(うちゅう)ごみを集(あつ)めるビジネスをしたいと考(かんが)えています。,2.6
店の人は３０００円〜５０００円の物がよく売れると言っています。,店(みせ)の人(ひと)は３０００円(えん)〜５０００円(えん)の物(もの)がよく売(う)れると言(い)っています。,4.7
この上着は水で洗うこともできます。,この上着(うわぎ)は水(みず)で洗(あら)うこともできます。,4.5
６月に中国の成都市のパンダを増やすための施設に行きます。,６月(がつ)に中国(ちゅうごく)の成都市(せいとし)のパンダを増(ふ)やすための施設(しせつ)に行(い)きます。,3.6
４月３０日は大勢の人が来て、３頭の写真を撮っていました。,４月(がつ)３０日(にち)は大勢(おおぜい)の人(ひと)が来(き)て、３頭(とう)の写真(しゃしん)を撮(と)っていました。,4.0
日本には噴火する可能性がある火山が１００以上あります。,日本(にっぽん)には噴火(ふんか)する可能性(かのうせい)がある火山(かざん)が１００以上(いじょう)あります。,3.7
そして、通る道などの計画を書いた「登山届け」を登る前に出すように言っています。,そして、通(とお)る道(みち)などの計画(けいかく)を書(か)いた「登山(とざん)届(とど)け」を登(のぼ)る前(まえ)に出(だ)すように言(い)っています。,4.2
今年の「母の日」は５月１４日です。,今年(ことし)の「母(はは)の日(ひ)」は５月(がつ)１４日(じゅうよっか)です。,5.0
成田空港には、外国から輸入するカーネーションの半分ぐらいが届きます。,成田空港(なりたくうこう)には、外国(がいこく)から輸入(ゆにゅう)するカーネーションの半分(はんぶん)ぐらいが届(とど)きます。,4.0
カーネーションの花は普通、赤やピンク色です。,カーネーションの花(はな)は普通(ふつう)、赤(あか)やピンク色(いろ)です。,3.8
会社は母の日までに青いカーネーションを９０万本ぐらい輸入する予定です。,会社(かいしゃ)は母(はは)の日(ひ)までに青(あお)いカーネーションを９０万(まん)本(ぼん)ぐらい輸入(ゆにゅう)する予定(よてい)です。,4.3
電子レンジも油で汚れたままにしておくと、火が出る危険があります。,電子(でんし)レンジも油(あぶら)で汚(よご)れたままにしておくと、火(ひ)が出(で)る危険(きけん)があります。,3.6
そして、こんろの近くには燃えやすい物を置かないように言っています。,そして、こんろの近(ちか)くには燃(も)えやすい物(もの)を置(お)かないように言(い)っています。,3.6
アメリカの政府は５月１日、ＴＨＡＡＤの一部を使う準備ができたと言いました。,アメリカの政府(せいふ)は５月(がつ)１日(ついたち)、ＴＨＡＡＤの一部(いちぶ)を使(つか)う準備(じゅんび)ができたと言(い)いました。,3.6
北朝鮮は去年からミサイルを３０発以上発射しています。,北朝鮮(きたちょうせん)は去年(きょねん)からミサイルを３０発(ぱつ)以上(いじょう)発射(はっしゃ)しています。,3.7
はな子は、日本にいる象の中で最も長く生きた象でした。,はな子(こ)は、日本(にっぽん)にいる象(ぞう)の中(なか)で最(もっと)も長(なが)く生(い)きた象(ぞう)でした。,4.3
５日、像ができたことをお祝いする式があって、３００人ぐらいが集まりました。,５日(いつか)、像(ぞう)ができたことをお祝(いわ)いする式(しき)があって、３００人(にん)ぐらいが集(あつ)まりました。,3.7
沖ノ島など４つの遺跡は、７月のユネスコの会議で世界文化遺産になりそうです。,沖(おき)ノ島(しま)など４つの遺跡(いせき)は、７月(がつ)のユネスコの会議(かいぎ)で世界文化遺産(せかいぶんかいさん)になりそうです。,3.0
７日、フランスの次の大統領を選ぶ選挙がありました。,７日(なのか)、フランスの次(つぎ)の大統領(だいとうりょう)を選(えら)ぶ選挙(せんきょ)がありました。,3.1
マクロンさんは、今までのフランスの大統領の中で１番若い３９歳です。,マクロンさんは、今(いま)までのフランスの大統領(だいとうりょう)の中(なか)で１番(ばん)若(わか)い３９歳(さい)です。,3.1
これは１９２０年に調査が始まってからいちばん多い割合です。,これは１９２０年(ねん)に調査(ちょうさ)が始(はじ)まってからいちばん多(おお)い割合(わりあい)です。,3.6
オーストリアで７日、亡くなった人のために祈る式がありました。,オーストリアで７日(なのか)、亡(な)くなった人(ひと)のために祈(いの)る式(しき)がありました。,3.4
７日、フランスの次の大統領を選ぶ選挙がありました。,７日(なのか)、フランスの次(つぎ)の大統領(だいとうりょう)を選(えら)ぶ選挙(せんきょ)がありました。,3.1
マクロンさんは、今までのフランスの大統領の中で１番若い３９歳です。,マクロンさんは、今(いま)までのフランスの大統領(だいとうりょう)の中(なか)で１番(ばん)若(わか)い３９歳(さい)です。,3.1
奈良市にある奈良公園にはたくさんの鹿がいます。,奈良市(ならし)にある奈良(なら)公園(こうえん)にはたくさんの鹿(しか)がいます。,2.4
福島県いわき市には、フラダンスのショーと温泉で有名なテーマパークがあります。,福島県(ふくしまけん)いわき市(し)には、フラダンスのショーと温泉(おんせん)で有名(ゆうめい)なテーマパークがあります。,3.5
証券会社の大和証券グループ本社は、６０歳が定年になっています。,証券(しょうけん)会社(がいしゃ)の大和証券(だいわしょうけん)グループ本社(ほんしゃ)は、６０歳(さい)が定年(ていねん)になっています。,3.4
しかし、トランプ大統領は選挙のとき、パリ協定から出ると言っていました。,しかし、トランプ大統領(だいとうりょう)は選挙(せんきょ)のとき、パリ協定(きょうてい)から出(で)ると言(い)っていました。,3.3
最近雨があまり降っていないため、空気が乾いています。,最近(さいきん)雨(あめ)があまり降(ふ)っていないため、空気(くうき)が乾(かわ)いています。,3.7
岩手県釜石市でも山の火事があって、４００ｈａぐらい焼けました。,岩手県(いわてけん)釜石市(かまいしし)でも山(やま)の火事(かじ)があって、４００ｈａぐらい焼(や)けました。,3.7
部屋は、２人入ることができる広さで８m²ぐらいです。,部屋(へや)は、２人(ふたり)入(はい)ることができる広(ひろ)さで８m²ぐらいです。,4.2
港では、かつおを同じぐらいの大きさや重さに分けていました。,港(みなと)では、かつおを同(おな)じぐらいの大(おお)きさや重(おも)さに分(わ)けていました。,4.2
２０１９年にラグビーのワールドカップが初めて日本であります。,２０１９年(ねん)にラグビーのワールドカップが初(はじ)めて日本(にっぽん)であります。,4.5
この大会では、まず２０のチームが４つのグループに分かれて試合をします。,この大会(たいかい)では、まず２０のチームが４つのグループに分(わ)かれて試合(しあい)をします。,4.6
お金は、ソフトウエアを送ったグループが受け取ったと考えられています。,お金(かね)は、ソフトウエアを送(おく)ったグループが受(う)け取(と)ったと考(かんが)えられています。,3.8
アメリカのＦＢＩは、２０１４年の事件は北朝鮮が行ったと言っています。,アメリカのＦＢＩは、２０１４年(ねん)の事件(じけん)は北朝鮮(きたちょうせん)が行(おこな)ったと言(い)っています。,3.9
古い携帯電話にもこのメールが来ない可能性があります。,古(ふる)い携帯電話(けいたいでんわ)にもこのメールが来(こ)ない可能性(かのうせい)があります。,3.3
国は、市や町と協力して情報がみんなに届くようにしていく予定です。,国(くに)は、市(し)や町(まち)と協力(きょうりょく)して情報(じょうほう)がみんなに届(とど)くようにしていく予定(よてい)です。,3.2
アメリカのトランプ大統領は９日、ＦＢＩの長官のコミーさんをやめさせました。,アメリカのトランプ大統領(だいとうりょう)は９日(ここのか)、ＦＢＩの長官(ちょうかん)のコミーさんをやめさせました。,3.5
トランプ大統領がコミーさんをやめさせたことに反対する人が増えそうです。,トランプ大統領(だいとうりょう)がコミーさんをやめさせたことに反対(はんたい)する人(ひと)が増(ふ)えそうです。,3.0
会場にはほかに、有名な彫刻家の作品や盆栽の模型などもあります。,会場(かいじょう)にはほかに、有名(ゆうめい)な彫刻家(ちょうこくか)の作品(さくひん)や盆栽(ぼんさい)の模型(もけい)などもあります。,3.0
「静岡ホビーショー」は１４日までです。,「静岡(しずおか)ホビーショー」は１４日(じゅうよっか)までです。,3.0
２０２０年に東京でパラリンピックがあります。,２０２０年(ねん)に東京(とうきょう)でパラリンピックがあります。,4.7
このため記者が長官に何度も質問していると、警察が記者を逮捕しました。,このため記者(きしゃ)が長官(ちょうかん)に何(なん)度(ど)も質問(しつもん)していると、警察(けいさつ)が記者(きしゃ)を逮捕(たいほ)しました。,3.4
警察は、記者が大きな声で騒いだため逮捕したと言っています。,警察(けいさつ)は、記者(きしゃ)が大(おお)きな声(こえ)で騒(さわ)いだため逮捕(たいほ)したと言(い)っています。,3.0
アニサキスという寄生虫が原因で食中毒になる人が増えています。,アニサキスという寄生虫(きせいちゅう)が原因(げんいん)で食中毒(しょくちゅうどく)になる人(ひと)が増(ふ)えています。,3.5
長さは２ｃｍ〜３ｃｍで、糸のように見えます。,長(なが)さは２ｃｍ〜３ｃｍで、糸(いと)のように見(み)えます。,4.3
２０１３年に調べ始めてから増えていて、去年は１２６人いました。,２０１３年(ねん)に調(しら)べ始(はじ)めてから増(ふ)えていて、去年(きょねん)は１２６人(にん)いました。,4.0
「通訳案内士」は、日本を旅行する外国人を外国語で案内する仕事をします。,「通訳案内士(つうやくあんないし)」は、日本(にっぽん)を旅行(りょこう)する外国人(がいこくじん)を外国(がいこく)語(ご)で案内(あんない)する仕事(しごと)をします。,4.1
長野県では、県にある山だけで仕事をする通訳案内士が初めてできました。,長野県(ながのけん)では、県(けん)にある山(やま)だけで仕事(しごと)をする通訳案内士(つうやくあんないし)が初(はじ)めてできました。,3.6
今まではカナダの男性で、１０１歳３日でした。,今(いま)まではカナダの男性(だんせい)で、１０１歳(さい)３日(みっか)でした。,3.8
「１０２歳や１０３歳でもやってみたいです」と話していました。,「１０２歳(さい)や１０３歳(さい)でもやってみたいです」と話(はな)していました。,3.0
ウイルスは「ウィンドウズ」というＯＳ（基本ソフト）の弱い部分から入ってきます。,ウイルスは「ウィンドウズ」というＯＳ（基本(きほん)ソフト）の弱(よわ)い部分(ぶぶん)から入(はい)ってきます。,4.0
一緒に送ってきたファイルを開けてはいけません。,一緒(いっしょ)に送(おく)ってきたファイルを開(あ)けてはいけません。,3.8
被害があったら、次のウェブサイトで相談できます。,被害(ひがい)があったら、次(つぎ)のウェブサイトで相談(そうだん)できます。,2.8
６月１日からはがきを送るときの料金が１０円上がって、６２円になります。,６月(がつ)１日(ついたち)からはがきを送(おく)るときの料金(りょうきん)が１０円(えん)上(あ)がって、６２円(えん)になります。,4.8
正月のあいさつに送る年賀状のはがきは、５２円のままです。,正月(しょうがつ)のあいさつに送(おく)る年賀状(ねんがじょう)のはがきは、５２円(えん)のままです。,3.7
京都で有名なお祭りの１つの「葵祭」が１５日にありました。,京都(きょうと)で有名(ゆうめい)なお祭(まつ)りの１つの「葵祭(あおいまつり)」が１５日(にち)にありました。,3.6
今年は道に５万人ぐらいが来て、お祭りを楽しんでいました。,今年(ことし)は道(みち)に５万(まん)人(にん)ぐらいが来(き)て、お祭(まつ)りを楽(たの)しんでいました。,4.6
小惑星は太陽の周りを回っているとても小さな星です。,小惑星(しょうわくせい)は太陽(たいよう)の周(まわ)りを回(まわ)っているとても小(ちい)さな星(ほし)です。,3.4
２４の国から宇宙の研究をしている人など約２００人が出席しました。,２４の国(くに)から宇宙(うちゅう)の研究(けんきゅう)をしている人(ひと)など約(やく)２００人(にん)が出席(しゅっせき)しました。,3.8
そのあと男性は線路に飛び降りました。,そのあと男性(だんせい)は線路(せんろ)に飛(と)び降(お)りました。,3.0
４年続けて増えていて、今まででいちばん多くなりました。,４年(ねん)続(つづ)けて増(ふ)えていて、今(いま)まででいちばん多(おお)くなりました。,4.0
しかし、４０代の家庭は１０６５万円、５０代の家庭は１８０２万円で増えました。,しかし、４０代(だい)の家庭(かてい)は１０６５万(まん)円(えん)、５０代(だい)の家庭(かてい)は１８０２万(まん)円(えん)で増(ふ)えました。,4.0
この中の９０％ぐらいは、家を買うために借りたお金です。,この中(なか)の９０％ぐらいは、家(いえ)を買(か)うために借(か)りたお金(かね)です。,4.6
天皇陛下の孫の眞子さまが、大学のときの友達と結婚する予定だとわかりました。,天皇(てんのう)陛下(へいか)の孫(まご)の眞子(まこ)さまが、大学(だいがく)のときの友達(ともだち)と結婚(けっこん)する予定(よてい)だとわかりました。,3.3
結婚する予定の男性は横浜市に住んでいる小室圭さんです。,結婚(けっこん)する予定(よてい)の男性(だんせい)は横浜市(よこはまし)に住(す)んでいる小室(こむろ)圭(けい)さんです。,3.1
眞子さまは大学を卒業したあと、イギリスに留学して博物館について勉強しました。,眞子(まこ)さまは大学(だいがく)を卒業(そつぎょう)したあと、イギリスに留学(りゅうがく)して博物館(はくぶつかん)について勉強(べんきょう)しました。,3.8
眞子さまと小室さんは５年ぐらい前に初めて会って、交際を続けていました。,眞子(まこ)さまと小室(こむろ)さんは５年(ねん)ぐらい前(まえ)に初(はじ)めて会(あ)って、交際(こうさい)を続(つづ)けていました。,3.7
このオランウータンは５歳ぐらいの雌です。,このオランウータンは５歳(さい)ぐらいの雌(めす)です。,1.5
団体は、このオランウータンの名前をみんなに考えてもらうことにしました。,団体(だんたい)は、このオランウータンの名前(なまえ)をみんなに考(かんが)えてもらうことにしました。,4.0
この名前はラテン語で「白」という意味です。,この名前(なまえ)はラテン語(ご)で「白(しろ)」という意味(いみ)です。,4.7
今までよりわかりやすくするために、２４時間を３時間ずつに分けています。,今(いま)までよりわかりやすくするために、２４時間(じかん)を３時間(じかん)ずつに分(わ)けています。,5.0
警報が出て危険に気をつけなければならない時間は「赤」にします。,警報(けいほう)が出(で)て危険(きけん)に気(き)をつけなければならない時間(じかん)は「赤(あか)」にします。,3.6
カジノは、お金を賭けてルーレットなどのゲームで遊ぶ場所です。,カジノは、お金(かね)を賭(か)けてルーレットなどのゲームで遊(あそ)ぶ場所(ばしょ)です。,3.4
イベントには世界の１８０の会社が集まっています。,イベントには世界(せかい)の１８０の会社(かいしゃ)が集(あつ)まっています。,4.4
しかし、日本ではカジノに反対する人も大勢います。,しかし、日本(にっぽん)ではカジノに反対(はんたい)する人(ひと)も大勢(おおぜい)います。,4.0
もうすぐ浴衣を着る人が増える季節になります。,もうすぐ浴衣(ゆかた)を着(き)る人(ひと)が増(ふ)える季節(きせつ)になります。,3.3
社員たちが涼しそうな色の浴衣を着てファッションショーも行いました。,社員(しゃいん)たちが涼(すず)しそうな色(いろ)の浴衣(ゆかた)を着(き)てファッションショーも行(おこな)いました。,3.8
工事にかかるお金は日本のお金で１兆８０００億円ぐらいです。,工事(こうじ)にかかるお金(かね)は日本(にっぽん)のお金(かね)で１兆(ちょう)８０００億(おく)円(えん)ぐらいです。,4.3
この橋は今年の終わりまでにできる予定です。,この橋(はし)は今年(ことし)の終(お)わりまでにできる予定(よてい)です。,3.8
日本で動いている原発は、全部で４つになりました。,日本(にっぽん)で動(うご)いている原発(げんぱつ)は、全部(ぜんぶ)で４つになりました。,3.9
次が６歳で２０件、その次が８歳で１６件でした。,次(つぎ)が６歳(さい)で２０件(けん)、その次(つぎ)が８歳(さい)で１６件(けん)でした。,2.3
海などで子どもが亡くなる事故は、５月から９月に多くなっています。,海(うみ)などで子(こ)どもが亡(な)くなる事故(じこ)は、５月(がつ)から９月(がつ)に多(おお)くなっています。,4.0
今年は日本や外国の４００種類以上のクラフトビールを会場で売っています。,今年(ことし)は日本(にっぽん)や外国(がいこく)の４００種類(しゅるい)以上(いじょう)のクラフトビールを会場(かいじょう)で売(う)っています。,4.5
ベルギーで飲んでいる気分になるようです。,ベルギーで飲(の)んでいる気分(きぶん)になるようです。,5.0
世界でも有名なビールのコンクールで賞をもらいました。,世界(せかい)でも有名(ゆうめい)なビールのコンクールで賞(しょう)をもらいました。,4.0
トランプ大統領は５月９日に、ＦＢＩの長官のコミーさんをやめさせました。,トランプ大統領(だいとうりょう)は５月(がつ)９日(ここのか)に、ＦＢＩの長官(ちょうかん)のコミーさんをやめさせました。,3.7
そして、アメリカとイスラエルの関係が悪くなるかもしれないと言っています。,そして、アメリカとイスラエルの関係(かんけい)が悪(わる)くなるかもしれないと言(い)っています。,3.8
１８日の朝、最初の船がウラジオストク港に着きました。,１８日(にち)の朝(あさ)、最初(さいしょ)の船(ふね)がウラジオストク港(こう)に着(つ)きました。,3.6
しかし、ロシアは北朝鮮との関係を強くしているように見えます。,しかし、ロシアは北朝鮮(きたちょうせん)との関係(かんけい)を強(つよ)くしているように見(み)えます。,3.6
おいしくて香りなどがすばらしい今年の日本酒を決める会がありました。,おいしくて香(かお)りなどがすばらしい今年(ことし)の日本酒(にほんしゅ)を決(き)める会(かい)がありました。,4.1
特にすばらしい日本酒は「金賞」という賞をもらいます。,特(とく)にすばらしい日本酒(にほんしゅ)は「金賞(きんしょう)」という賞(しょう)をもらいます。,4.0
次は宮城県で２０の酒、その次は秋田県で１６の酒が金賞をもらいました。,次(つぎ)は宮城県(みやぎけん)で２０の酒(さけ)、その次(つぎ)は秋田県(あきたけん)で１６の酒(さけ)が金賞(きんしょう)をもらいました。,3.4
２０２０年に東京でオリンピックとパラリンピックがあります。,２０２０年(ねん)に東京(とうきょう)でオリンピックとパラリンピックがあります。,4.7
東京都の小池知事は「これからも協力をお願いします」と言いました。,東京都(とうきょうと)の小池(こいけ)知事(ちじ)は「これからも協力(きょうりょく)をお願(ねが)いします」と言(い)いました。,4.1
そのほか、地下から出てくる水を建物の外にしっかり出すと説明しました。,そのほか、地下(ちか)から出(で)てくる水(みず)を建物(たてもの)の外(そと)にしっかり出(だ)すと説明(せつめい)しました。,4.5
東京都の責任者は「今日は専門家の案を聞くための会議です」と言いました。,東京都(とうきょうと)の責任者(せきにんしゃ)は「今日(きょう)は専門家(せんもんか)の案(あん)を聞(き)くための会議(かいぎ)です」と言(い)いました。,3.9
見つかった人の骨の中には全身の骨もありました。,見(み)つかった人(ひと)の骨(ほね)の中(なか)には全身(ぜんしん)の骨(ほね)もありました。,3.6
今まで日本でいちばん古いと言われていた人の骨より１０００年古い骨です。,今(いま)まで日本(にっぽん)でいちばん古(ふる)いと言(い)われていた人(ひと)の骨(ほね)より１０００年(ねん)古(ふる)い骨(ほね)です。,4.4
そして、体を曲げた人の骨が見つかりました。,そして、体(からだ)を曲(ま)げた人(ひと)の骨(ほね)が見(み)つかりました。,3.8
その代わりに政府は、捕まえていたボコ・ハラムのメンバーを自由にしました。,その代(か)わりに政府(せいふ)は、捕(つか)まえていたボコ・ハラムのメンバーを自由(じゆう)にしました。,3.0
しかし、今も１００人以上はどこにいるかわかっていません。,しかし、今(いま)も１００人(にん)以上(いじょう)はどこにいるかわかっていません。,4.8
島根県雲南市では、国の特別天然記念物のコウノトリが飛んできて巣を作りました。,島根県(しまねけん)雲南市(うんなんし)では、国(くに)の特別(とくべつ)天然記念物(てんねんきねんぶつ)のコウノトリが飛(と)んできて巣(す)を作(つく)りました。,3.7
１９日、お母さんのコウノトリがほかの鳥と間違えられて、銃で撃たれて死にました。,１９日(にち)、お母(かあ)さんのコウノトリがほかの鳥(とり)と間違(まちが)えられて、銃(じゅう)で撃(う)たれて死(し)にました。,3.4
